"Series";"Time";"Value"
"net.Send {interface: eth2}";"2022-10-21T09:54:50-04:00";-28,199,205
"net.Send {interface: eth2}";"2022-10-21T09:55:00-04:00";-28,021,582
"net.Send {interface: eth2}";"2022-10-21T09:55:10-04:00";-32,633,766
"net.Send {interface: eth2}";"2022-10-21T09:55:20-04:00";-53,352,624
"net.Send {interface: eth2}";"2022-10-21T09:55:30-04:00";-42,538,282
"net.Send {interface: eth2}";"2022-10-21T09:55:40-04:00";-33,753,886
"net.Send {interface: eth2}";"2022-10-21T09:55:50-04:00";-31,557,870
"net.Send {interface: eth2}";"2022-10-21T09:56:00-04:00";-40,947,742
"net.Send {interface: eth2}";"2022-10-21T09:56:10-04:00";-43,664,935
"net.Send {interface: eth2}";"2022-10-21T09:56:20-04:00";-86,076,538
"net.Send {interface: eth2}";"2022-10-21T09:56:30-04:00";-35,733,868
"net.Send {interface: eth2}";"2022-10-21T09:56:40-04:00";-32,513,469
"net.Send {interface: eth2}";"2022-10-21T09:56:50-04:00";-33,339,301
"net.Send {interface: eth2}";"2022-10-21T09:57:00-04:00";-39,391,456
"net.Send {interface: eth2}";"2022-10-21T09:57:10-04:00";-34,262,053
"net.Send {interface: eth2}";"2022-10-21T09:57:20-04:00";-28,456,684
"net.Send {interface: eth2}";"2022-10-21T09:57:30-04:00";-29,574,259
"net.Send {interface: eth2}";"2022-10-21T09:57:40-04:00";-24,232,867
"net.Send {interface: eth2}";"2022-10-21T09:57:50-04:00";-29,659,042
"net.Send {interface: eth2}";"2022-10-21T09:58:00-04:00";-36,011,934
"net.Send {interface: eth2}";"2022-10-21T09:58:10-04:00";-43,730,545
"net.Send {interface: eth2}";"2022-10-21T09:58:20-04:00";-45,086,486
"net.Send {interface: eth2}";"2022-10-21T09:58:30-04:00";-38,850,495
"net.Send {interface: eth2}";"2022-10-21T09:58:40-04:00";-27,364,549
"net.Send {interface: eth2}";"2022-10-21T09:58:50-04:00";-29,578,299
"net.Send {interface: eth2}";"2022-10-21T09:59:00-04:00";-27,401,602
"net.Send {interface: eth2}";"2022-10-21T09:59:10-04:00";-30,182,651
"net.Send {interface: eth2}";"2022-10-21T09:59:20-04:00";-31,722,062
"net.Send {interface: eth2}";"2022-10-21T09:59:30-04:00";-24,501,514
"net.Send {interface: eth2}";"2022-10-21T09:59:40-04:00";-53,385,171
"net.Send {interface: eth2}";"2022-10-21T09:59:50-04:00";-40,300,487
"net.Send {interface: eth2}";"2022-10-21T10:00:00-04:00";-36,522,940
"net.Send {interface: eth2}";"2022-10-21T10:00:10-04:00";-54,200,667
"net.Send {interface: eth2}";"2022-10-21T10:00:20-04:00";-34,717,329
"net.Send {interface: eth2}";"2022-10-21T10:00:30-04:00";-30,530,532
"net.Send {interface: eth2}";"2022-10-21T10:00:40-04:00";-33,843,253
"net.Send {interface: eth2}";"2022-10-21T10:00:50-04:00";-55,555,713
"net.Send {interface: eth2}";"2022-10-21T10:01:00-04:00";-81,365,551
"net.Send {interface: eth2}";"2022-10-21T10:01:10-04:00";-37,618,186
"net.Send {interface: eth2}";"2022-10-21T10:01:20-04:00";-41,862,034
"net.Send {interface: eth2}";"2022-10-21T10:01:30-04:00";-33,840,625
"net.Send {interface: eth2}";"2022-10-21T10:01:40-04:00";-38,088,255
"net.Send {interface: eth2}";"2022-10-21T10:01:50-04:00";-38,695,076
"net.Send {interface: eth2}";"2022-10-21T10:02:00-04:00";-34,140,565
"net.Send {interface: eth2}";"2022-10-21T10:02:10-04:00";-32,787,140
"net.Send {interface: eth2}";"2022-10-21T10:02:20-04:00";-28,555,298
"net.Send {interface: eth2}";"2022-10-21T10:02:30-04:00";-32,848,314
"net.Send {interface: eth2}";"2022-10-21T10:02:40-04:00";-30,020,796
"net.Send {interface: eth2}";"2022-10-21T10:02:50-04:00";-27,917,111
"net.Send {interface: eth2}";"2022-10-21T10:03:00-04:00";-24,404,937
"net.Send {interface: eth2}";"2022-10-21T10:03:10-04:00";-25,711,483
"net.Send {interface: eth2}";"2022-10-21T10:03:20-04:00";-29,234,366
"net.Send {interface: eth2}";"2022-10-21T10:03:30-04:00";-34,263,659
"net.Send {interface: eth2}";"2022-10-21T10:03:40-04:00";-38,969,579
"net.Send {interface: eth2}";"2022-10-21T10:03:50-04:00";-59,042,141
"net.Send {interface: eth2}";"2022-10-21T10:04:00-04:00";-61,982,280
"net.Send {interface: eth2}";"2022-10-21T10:04:10-04:00";-41,933,168
"net.Send {interface: eth2}";"2022-10-21T10:04:20-04:00";-48,887,349
"net.Send {interface: eth2}";"2022-10-21T10:04:30-04:00";-100,402,905
"net.Send {interface: eth2}";"2022-10-21T10:04:40-04:00";-34,960,358
"net.Send {interface: eth2}";"2022-10-21T10:04:50-04:00";-37,332,231
"net.Send {interface: eth2}";"2022-10-21T10:05:00-04:00";-34,544,085
"net.Send {interface: eth2}";"2022-10-21T10:05:10-04:00";-34,205,879
"net.Send {interface: eth2}";"2022-10-21T10:05:20-04:00";-33,821,216
"net.Send {interface: eth2}";"2022-10-21T10:05:30-04:00";-30,219,846
"net.Send {interface: eth2}";"2022-10-21T10:05:40-04:00";-31,540,046
"net.Send {interface: eth2}";"2022-10-21T10:05:50-04:00";-26,646,337
"net.Send {interface: eth2}";"2022-10-21T10:06:00-04:00";-33,423,501
"net.Send {interface: eth2}";"2022-10-21T10:06:10-04:00";-32,816,232
"net.Send {interface: eth2}";"2022-10-21T10:06:20-04:00";-29,585,483
"net.Send {interface: eth2}";"2022-10-21T10:06:30-04:00";-28,286,004
"net.Send {interface: eth2}";"2022-10-21T10:06:40-04:00";-25,636,537
"net.Send {interface: eth2}";"2022-10-21T10:06:50-04:00";-25,839,371
"net.Send {interface: eth2}";"2022-10-21T10:07:00-04:00";-27,130,727
"net.Send {interface: eth2}";"2022-10-21T10:07:10-04:00";-29,247,293
"net.Send {interface: eth2}";"2022-10-21T10:07:20-04:00";-36,081,118
"net.Send {interface: eth2}";"2022-10-21T10:07:30-04:00";-81,655,241
"net.Send {interface: eth2}";"2022-10-21T10:07:40-04:00";-42,832,161
"net.Send {interface: eth2}";"2022-10-21T10:07:50-04:00";-31,158,140
"net.Send {interface: eth2}";"2022-10-21T10:08:00-04:00";-32,838,009
"net.Send {interface: eth2}";"2022-10-21T10:08:10-04:00";-31,072,246
"net.Send {interface: eth2}";"2022-10-21T10:08:20-04:00";-32,510,617
"net.Send {interface: eth2}";"2022-10-21T10:08:30-04:00";-31,339,023
"net.Send {interface: eth2}";"2022-10-21T10:08:40-04:00";-33,102,420
"net.Send {interface: eth2}";"2022-10-21T10:08:50-04:00";-31,721,902
"net.Send {interface: eth2}";"2022-10-21T10:09:00-04:00";-32,635,306
"net.Send {interface: eth2}";"2022-10-21T10:09:10-04:00";-32,907,237
"net.Send {interface: eth2}";"2022-10-21T10:09:20-04:00";-36,514,481
"net.Send {interface: eth2}";"2022-10-21T10:09:30-04:00";-31,302,775
"net.Send {interface: eth2}";"2022-10-21T10:09:40-04:00";-31,085,598
"net.Send {interface: eth2}";"2022-10-21T10:09:50-04:00";-29,749,784
"net.Send {interface: eth2}";"2022-10-21T10:10:00-04:00";-28,209,918
"net.Send {interface: eth2}";"2022-10-21T10:10:10-04:00";-29,214,296
"net.Send {interface: eth2}";"2022-10-21T10:10:20-04:00";-29,906,085
"net.Send {interface: eth2}";"2022-10-21T10:10:30-04:00";-26,056,641
"net.Send {interface: eth2}";"2022-10-21T10:10:40-04:00";-46,269,501
"net.Send {interface: eth2}";"2022-10-21T10:10:50-04:00";-24,090,772
"net.Send {interface: eth2}";"2022-10-21T10:11:00-04:00";-21,766,550
"net.Send {interface: eth2}";"2022-10-21T10:11:10-04:00";-22,609,718
"net.Send {interface: eth2}";"2022-10-21T10:11:20-04:00";-25,108,648
"net.Send {interface: eth2}";"2022-10-21T10:11:30-04:00";-29,745,102
"net.Send {interface: eth2}";"2022-10-21T10:11:40-04:00";-26,629,707
"net.Send {interface: eth2}";"2022-10-21T10:11:50-04:00";-37,226,526
"net.Send {interface: eth2}";"2022-10-21T10:12:00-04:00";-23,367,943
"net.Send {interface: eth2}";"2022-10-21T10:12:10-04:00";-25,384,467
"net.Send {interface: eth2}";"2022-10-21T10:12:20-04:00";-22,456,140
"net.Send {interface: eth2}";"2022-10-21T10:12:30-04:00";-19,316,781
"net.Send {interface: eth2}";"2022-10-21T10:12:40-04:00";-26,382,847
"net.Send {interface: eth2}";"2022-10-21T10:12:50-04:00";-17,475,614
"net.Send {interface: eth2}";"2022-10-21T10:13:00-04:00";-21,117,901
"net.Send {interface: eth2}";"2022-10-21T10:13:10-04:00";-21,425,134
"net.Send {interface: eth2}";"2022-10-21T10:13:20-04:00";-28,898,892
"net.Send {interface: eth2}";"2022-10-21T10:13:30-04:00";-23,499,969
"net.Send {interface: eth2}";"2022-10-21T10:13:40-04:00";-24,864,614
"net.Send {interface: eth2}";"2022-10-21T10:13:50-04:00";-25,679,787
"net.Send {interface: eth2}";"2022-10-21T10:14:00-04:00";-25,374,304
"net.Send {interface: eth2}";"2022-10-21T10:14:10-04:00";-67,631,521
"net.Send {interface: eth2}";"2022-10-21T10:14:20-04:00";-21,931,218
"net.Send {interface: eth2}";"2022-10-21T10:14:30-04:00";-20,602,039
"net.Send {interface: eth2}";"2022-10-21T10:14:40-04:00";-24,301,896
"net.Send {interface: eth2}";"2022-10-21T10:14:50-04:00";-20,200,806
"net.Send {interface: eth2}";"2022-10-21T10:15:00-04:00";-23,083,416
"net.Send {interface: eth2}";"2022-10-21T10:15:10-04:00";-28,397,182
"net.Send {interface: eth2}";"2022-10-21T10:15:20-04:00";-25,828,144
"net.Send {interface: eth2}";"2022-10-21T10:15:30-04:00";-19,308,293
"net.Send {interface: eth2}";"2022-10-21T10:15:40-04:00";-20,568,984
"net.Send {interface: eth2}";"2022-10-21T10:15:50-04:00";-26,011,662
"net.Send {interface: eth2}";"2022-10-21T10:16:00-04:00";-23,176,802
"net.Send {interface: eth2}";"2022-10-21T10:16:10-04:00";-23,635,878
"net.Send {interface: eth2}";"2022-10-21T10:16:20-04:00";-25,805,868
"net.Send {interface: eth2}";"2022-10-21T10:16:30-04:00";-27,584,972
"net.Send {interface: eth2}";"2022-10-21T10:16:40-04:00";-21,357,948
"net.Send {interface: eth2}";"2022-10-21T10:16:50-04:00";-18,590,744
"net.Send {interface: eth2}";"2022-10-21T10:17:00-04:00";-17,965,437
"net.Send {interface: eth2}";"2022-10-21T10:17:10-04:00";-18,097,980
"net.Send {interface: eth2}";"2022-10-21T10:17:20-04:00";-20,550,599
"net.Send {interface: eth2}";"2022-10-21T10:17:30-04:00";-19,274,799
"net.Send {interface: eth2}";"2022-10-21T10:17:40-04:00";-20,376,559
"net.Send {interface: eth2}";"2022-10-21T10:17:50-04:00";-19,882,205
"net.Send {interface: eth2}";"2022-10-21T10:18:00-04:00";-25,833,679
"net.Send {interface: eth2}";"2022-10-21T10:18:10-04:00";-18,967,743
"net.Send {interface: eth2}";"2022-10-21T10:18:20-04:00";-19,843,187
"net.Send {interface: eth2}";"2022-10-21T10:18:30-04:00";-20,485,786
"net.Send {interface: eth2}";"2022-10-21T10:18:40-04:00";-17,435,853
"net.Send {interface: eth2}";"2022-10-21T10:18:50-04:00";-22,920,891
"net.Send {interface: eth2}";"2022-10-21T10:19:00-04:00";-23,868,359
"net.Send {interface: eth2}";"2022-10-21T10:19:10-04:00";-20,822,333
"net.Send {interface: eth2}";"2022-10-21T10:19:20-04:00";-31,938,638
"net.Send {interface: eth2}";"2022-10-21T10:19:30-04:00";-26,165,915
"net.Send {interface: eth2}";"2022-10-21T10:19:40-04:00";-17,638,417
"net.Send {interface: eth2}";"2022-10-21T10:19:50-04:00";-27,451,212
"net.Send {interface: eth2}";"2022-10-21T10:20:00-04:00";-21,438,888
"net.Send {interface: eth2}";"2022-10-21T10:20:10-04:00";-20,811,082
"net.Send {interface: eth2}";"2022-10-21T10:20:20-04:00";-30,599,206
"net.Send {interface: eth2}";"2022-10-21T10:20:30-04:00";-19,864,922
"net.Send {interface: eth2}";"2022-10-21T10:20:40-04:00";-18,771,678
"net.Send {interface: eth2}";"2022-10-21T10:20:50-04:00";-18,163,854
"net.Send {interface: eth2}";"2022-10-21T10:21:00-04:00";-15,936,659
"net.Send {interface: eth2}";"2022-10-21T10:21:10-04:00";-16,552,042
"net.Send {interface: eth2}";"2022-10-21T10:21:20-04:00";-29,602,026
"net.Send {interface: eth2}";"2022-10-21T10:21:30-04:00";-17,157,811
"net.Send {interface: eth2}";"2022-10-21T10:21:40-04:00";-19,658,056
"net.Send {interface: eth2}";"2022-10-21T10:21:50-04:00";-30,765,549
"net.Send {interface: eth2}";"2022-10-21T10:22:00-04:00";-28,233,809
"net.Send {interface: eth2}";"2022-10-21T10:22:10-04:00";-27,356,399
"net.Send {interface: eth2}";"2022-10-21T10:22:20-04:00";-19,535,989
"net.Send {interface: eth2}";"2022-10-21T10:22:30-04:00";-22,853,764
"net.Send {interface: eth2}";"2022-10-21T10:22:40-04:00";-61,166,192
"net.Send {interface: eth2}";"2022-10-21T10:22:50-04:00";-20,054,192
"net.Send {interface: eth2}";"2022-10-21T10:23:00-04:00";-21,234,375
"net.Send {interface: eth2}";"2022-10-21T10:23:10-04:00";-20,278,408
"net.Send {interface: eth2}";"2022-10-21T10:23:20-04:00";-19,998,810
"net.Send {interface: eth2}";"2022-10-21T10:23:30-04:00";-19,336,096
"net.Send {interface: eth2}";"2022-10-21T10:23:40-04:00";-21,216,779
"net.Send {interface: eth2}";"2022-10-21T10:23:50-04:00";-24,517,087
"net.Send {interface: eth2}";"2022-10-21T10:24:00-04:00";-21,741,511
"net.Send {interface: eth2}";"2022-10-21T10:24:10-04:00";-20,661,437
"net.Send {interface: eth2}";"2022-10-21T10:24:20-04:00";-18,795,725
"net.Send {interface: eth2}";"2022-10-21T10:24:30-04:00";-31,951,417
"net.Send {interface: eth2}";"2022-10-21T10:24:40-04:00";-21,118,271
"net.Send {interface: eth2}";"2022-10-21T10:24:50-04:00";-25,041,920
"net.Send {interface: eth2}";"2022-10-21T10:25:00-04:00";-25,730,740
"net.Send {interface: eth2}";"2022-10-21T10:25:10-04:00";-27,784,648
"net.Send {interface: eth2}";"2022-10-21T10:25:20-04:00";-26,516,781
"net.Send {interface: eth2}";"2022-10-21T10:25:30-04:00";-25,345,439
"net.Send {interface: eth2}";"2022-10-21T10:25:40-04:00";-20,392,712
"net.Send {interface: eth2}";"2022-10-21T10:25:50-04:00";-23,239,715
"net.Send {interface: eth2}";"2022-10-21T10:26:00-04:00";-23,752,257
"net.Send {interface: eth2}";"2022-10-21T10:26:10-04:00";-21,086,099
"net.Send {interface: eth2}";"2022-10-21T10:26:20-04:00";-21,048,553
"net.Send {interface: eth2}";"2022-10-21T10:26:30-04:00";-27,775,280
"net.Send {interface: eth2}";"2022-10-21T10:26:40-04:00";-20,564,906
"net.Send {interface: eth2}";"2022-10-21T10:26:50-04:00";-21,029,741
"net.Send {interface: eth2}";"2022-10-21T10:27:00-04:00";-22,586,551
"net.Send {interface: eth2}";"2022-10-21T10:27:10-04:00";-21,569,634
"net.Send {interface: eth2}";"2022-10-21T10:27:20-04:00";-20,716,785
"net.Send {interface: eth2}";"2022-10-21T10:27:30-04:00";-21,143,265
"net.Send {interface: eth2}";"2022-10-21T10:27:40-04:00";-22,602,555
"net.Send {interface: eth2}";"2022-10-21T10:27:50-04:00";-21,763,442
"net.Send {interface: eth2}";"2022-10-21T10:28:00-04:00";-20,405,616
"net.Send {interface: eth2}";"2022-10-21T10:28:10-04:00";-25,146,215
"net.Send {interface: eth2}";"2022-10-21T10:28:20-04:00";-48,822,514
"net.Send {interface: eth2}";"2022-10-21T10:28:30-04:00";-17,713,364
"net.Send {interface: eth2}";"2022-10-21T10:28:40-04:00";-20,434,784
"net.Send {interface: eth2}";"2022-10-21T10:28:50-04:00";-26,194,241
"net.Send {interface: eth2}";"2022-10-21T10:29:00-04:00";-26,881,166
"net.Send {interface: eth2}";"2022-10-21T10:29:10-04:00";-22,195,152
"net.Send {interface: eth2}";"2022-10-21T10:29:20-04:00";-24,330,847
"net.Send {interface: eth2}";"2022-10-21T10:29:30-04:00";-17,734,792
"net.Send {interface: eth2}";"2022-10-21T10:29:40-04:00";-56,692,966
"net.Send {interface: eth2}";"2022-10-21T10:29:50-04:00";-18,898,859
"net.Send {interface: eth2}";"2022-10-21T10:30:00-04:00";-21,142,410
"net.Send {interface: eth2}";"2022-10-21T10:30:10-04:00";-19,965,798
"net.Send {interface: eth2}";"2022-10-21T10:30:20-04:00";-18,237,698
"net.Send {interface: eth2}";"2022-10-21T10:30:30-04:00";-18,243,329
"net.Send {interface: eth2}";"2022-10-21T10:30:40-04:00";-23,346,553
"net.Send {interface: eth2}";"2022-10-21T10:30:50-04:00";-20,833,810
"net.Send {interface: eth2}";"2022-10-21T10:31:00-04:00";-16,921,585
"net.Send {interface: eth2}";"2022-10-21T10:31:10-04:00";-16,845,259
"net.Send {interface: eth2}";"2022-10-21T10:31:20-04:00";-15,683,119
"net.Send {interface: eth2}";"2022-10-21T10:31:30-04:00";-19,150,029
"net.Send {interface: eth2}";"2022-10-21T10:31:40-04:00";-16,342,332
"net.Send {interface: eth2}";"2022-10-21T10:31:50-04:00";-19,396,168
"net.Send {interface: eth2}";"2022-10-21T10:32:00-04:00";-26,192,559
"net.Send {interface: eth2}";"2022-10-21T10:32:10-04:00";-25,307,770
"net.Send {interface: eth2}";"2022-10-21T10:32:20-04:00";-18,139,893
"net.Send {interface: eth2}";"2022-10-21T10:32:30-04:00";-21,512,190
"net.Send {interface: eth2}";"2022-10-21T10:32:40-04:00";-23,157,631
"net.Send {interface: eth2}";"2022-10-21T10:32:50-04:00";-66,270,479
"net.Send {interface: eth2}";"2022-10-21T10:33:00-04:00";-29,648,431
"net.Send {interface: eth2}";"2022-10-21T10:33:10-04:00";-22,547,689
"net.Send {interface: eth2}";"2022-10-21T10:33:20-04:00";-23,572,828
"net.Send {interface: eth2}";"2022-10-21T10:33:30-04:00";-20,746,228
"net.Send {interface: eth2}";"2022-10-21T10:33:40-04:00";-21,527,863
"net.Send {interface: eth2}";"2022-10-21T10:33:50-04:00";-22,578,821
"net.Send {interface: eth2}";"2022-10-21T10:34:00-04:00";-19,655,369
"net.Send {interface: eth2}";"2022-10-21T10:34:10-04:00";-19,286,302
"net.Send {interface: eth2}";"2022-10-21T10:34:20-04:00";-20,892,179
"net.Send {interface: eth2}";"2022-10-21T10:34:30-04:00";-20,561,067
"net.Send {interface: eth2}";"2022-10-21T10:34:40-04:00";-22,550,697